index,ID,label,tanggal,judul,narasi,nama file gambar,text,clean
140,31136,1,2017-11-30 00:00:00,Jalan Slamet Riyadi Kota Solo Tergenang Banjir,"Wali Kota Solo FX Hadi Rudyatmo geram dengan informasi hoax terkait banjir di Jalan Slamet Riyadi, Solo.",31136.jpg,"jalan slamet riyadi kota solo tergenang banjir wali kota solo fx hadi rudyatmo geram dengan informasi hoax terkait banjir di jalan slamet riyadi, solo.",jalan slamet riyadi kota solo genang banjir wali kota solo fx had rudyatmo geram informasi hoax kait banjir jalan slamet riyadi solo
141,31199,1,2017-11-21 00:00:00,Mahalnya Biaya Sekolah Pelayaran,"3 Tahun sekolah pelayaran
Udah bayarnya mahal setiap hari dididik militer sakit hati sakit badan.”.",31199.jpg,mahalnya biaya sekolah pelayaran 3 tahun sekolah pelayaran udah bayarnya mahal setiap hari dididik militer sakit hati sakit badan.”.,mahal biaya sekolah layar sekolah layar udah bayar mahal didik militer sakit hati sakit badan
142,32397,1,2016-11-05 00:00:00,Video Peserta Aksi 411 Merusak Toko,Sisa Video Pendemo yang menjarah warung di Jakarta 4 November semalam. Di share biar tahu kelakuannya!,32397.jpg,video peserta aksi 411 merusak toko sisa video pendemo yang menjarah warung di jakarta 4 november semalam. di share biar tahu kelakuannya!,video serta aksi 411 rusak toko sisa video demo jarah warung jakarta november malam share biar laku
143,32586,1,2016-03-26 00:00:00,51% Saham Taxi Express Sudah Dimiliki oleh Sandiaga Uno,Kepemilikan 51% saham Taxi Express oleh pengusaha dan bakal cagub Sandiaga Uno,32586.jpg,51% saham taxi express sudah dimiliki oleh sandiaga uno kepemilikan 51% saham taxi express oleh pengusaha dan bakal cagub sandiaga uno,51 saham taxi express milik sandiaga uno milik 51 saham taxi express usaha cagub sandiaga uno
144,32644,1,2015-12-11 00:00:00,Mesin Mobil Sering Mati Di Atas Rel Kereta Api,"[…] MENGAPA MESIN MOBIL SERING MATI DI ATAS PERLINTASAN REL KERETA API
 
 Org awam terkadang mengira hal ini di sbbkan krn perlintasan tsb angker/kurang sajen dan kemenyan/ada demit dll",32644.jpg,mesin mobil sering mati di atas rel kereta api […] mengapa mesin mobil sering mati di atas perlintasan rel kereta api org awam terkadang mengira hal ini di sbbkan krn perlintasan tsb angker/kurang sajen dan kemenyan/ada demit dll,mesin mobil mati rel kereta api mesin mobil mati lintas rel kereta api org awam terkadang sebab krn lintas angker sajen kemenyan demit
145,32721,0,2015-10-22 00:00:00,Indonesia Gagal Wujudkan Swasembada Pangan,Pemerintah rencana impor beras 1 juta ton = Indonesia gagal swasembada,32721.png,indonesia gagal wujudkan swasembada pangan pemerintah rencana impor beras 1 juta ton = indonesia gagal swasembada,indonesia gagal wujud swasembada pangan perintah rencana impor beras juta ton indonesia gagal swasembada
146,33205,1,2020-07-19 00:00:00,Media Tidak Menyiarkan Demo RUU HIP,Masih kah percaya dengan TV…tidak ada satupunmedia TV menyiarkan Demo tolak UU HIP…… .terutama orang desa yang jauh dari jangkauan mereka hanya percaya sama TV. Padahal TV sudah di boking rezim yang berkuasa…ayo rakyat bukakan mata dan pikiran..ISU COVID 19. Hanya pengalihan…ini bentuk pembodohan SDM..,33205.jpg,media tidak menyiarkan demo ruu hip masih kah percaya dengan tv…tidak ada satupunmedia tv menyiarkan demo tolak uu hip…… .terutama orang desa yang jauh dari jangkauan mereka hanya percaya sama tv. padahal tv sudah di boking rezim yang berkuasa…ayo rakyat bukakan mata dan pikiran..isu covid 19. hanya pengalihan…ini bentuk pembodohan sdm..,media siar demo ruu hip percaya tv satupunmedia tv siar demo tolak uu hip orang desa jangkau percaya tv tv boking rezim kuasa ayo rakyat buka mata pikir isu covid 19 alih bentuk bodoh sdm
147,33428,1,2020-06-26 00:00:00,PEMBAKAR BENDERA PDI-P TERNYATA ADALAH ANGGOTA SIMPATISAN PDI-P SENDIRI,"Bawa sendiri, Bakar sendiri, Lapor sendiri. Memang Pki tukang Nyusup Licik. Pengalihan tolak RUU HIP-Pki. Kpd Umat Kristiani jgn terhasut Pki yg suka Fitnah & adu domba. Apalagi mendukung & membela Pki. Itu dosa besar, karena Pki tdk percaya Yesus Kristus & agama.Pki & antek2-nya serta pendukung tempatnya adalah Kerak Neraka.",33428.png,"pembakar bendera pdi-p ternyata adalah anggota simpatisan pdi-p sendiri bawa sendiri, bakar sendiri, lapor sendiri. memang pki tukang nyusup licik. pengalihan tolak ruu hip-pki. kpd umat kristiani jgn terhasut pki yg suka fitnah & adu domba. apalagi mendukung & membela pki. itu dosa besar, karena pki tdk percaya yesus kristus & agama.pki & antek2-nya serta pendukung tempatnya adalah kerak neraka.",bakar bendera pdi anggota simpatisan pdi bawa bakar lapor pki tukang nyusup licik alih tolak ruu hip pki kpd ummat kristiani jgn hasut pki suka fitnah adu domba dukung bela pki dosa pki percaya yesus kristus agama pki antek nya dukung tempat kerak neraka
148,33476,1,2020-06-21 00:00:00,Minggu 21 Juni 2020 Baim Wong Rilis Hadiah Buat 500 Orang Pemenang,"Minggu, 21 Juni 2020 BUAT 500 ORANG PEMENANG Rilis Hadiah!",33476.jpg,"minggu 21 juni 2020 baim wong rilis hadiah buat 500 orang pemenang minggu, 21 juni 2020 buat 500 orang pemenang rilis hadiah!",minggu 21 juni 2020 baim rilis hadiah 500 orang menang minggu 21 juni 2020 500 orang menang rilis hadiah
149,33589,1,2020-06-08 00:00:00,Panggilan Seleksi Rekrutmen Pertamina Tanggal 7-8 Juni 2020,"Surat bernomor 20198/HRD/PT Pertamina Persero/VI/2020 perihal panggilan seleksi rekrutmen karyawan (i). Dalam surat disebutkan lokasi seleksi rekrutmen di Gedung Perwira 2 Lantai 1 Jl. Medan Merdeka Timur 1A, Jakarta Pusat.",33589.jpg,"panggilan seleksi rekrutmen pertamina tanggal 7-8 juni 2020 surat bernomor 20198/hrd/pt pertamina persero/vi/2020 perihal panggilan seleksi rekrutmen karyawan (i). dalam surat disebutkan lokasi seleksi rekrutmen di gedung perwira 2 lantai 1 jl. medan merdeka timur 1a, jakarta pusat.",panggil seleksi rekruitmen pertamina tanggal 78 juni 2020 surat nomor 20198 hrd pt pertamina persero vi 2020 perihal panggil seleksi rekruitmen karyawan surat lokasi seleksi rekruitmen gedung perwira lantai jl medan merdeka timur 1a jakarta pusat
150,34190,1,2020-04-09 00:00:00,Tidak ada sama sekali Ucapan bela sungkawa Presiden kepada dr dan team medis yg berguguran dimedan Covid-19,Mana Ucapan bela sungkawa Presiden kepada dr dan team medis yg berguguran dimedan Covid-19. Tidak ada sama sekali.,34190.png,tidak ada sama sekali ucapan bela sungkawa presiden kepada dr dan team medis yg berguguran dimedan covid-19 mana ucapan bela sungkawa presiden kepada dr dan team medis yg berguguran dimedan covid-19. tidak ada sama sekali.,ucap bela sungkawa presiden dr team medis gugur medan covid 19 ucap bela sungkawa presiden dr team medis gugur medan covid 19
151,34219,1,2020-04-05 00:00:00,Video Gereja minta di azankan corona ga aktif bila di dengarkan azan,Gereja minta di azankan..mrk yakin krn berdasarkan riset corona ga aktif bila di dengarkan azan atau Alquran.Mashaallah.,34219.png,video gereja minta di azankan corona ga aktif bila di dengarkan azan gereja minta di azankan..mrk yakin krn berdasarkan riset corona ga aktif bila di dengarkan azan atau alquran.mashaallah.,video gereja azan corona ga aktif dengar azan gereja azan mrk krn dasar riset corona ga aktif dengar azan alquran mashaallah
152,34294,1,2020-03-30 00:00:00,Video In America there has been looting everywhere for fear of the corona virus,In America there has been looting everywhere for fear of the corona virus,34294.png,video in america there has been looting everywhere for fear of the corona virus in america there has been looting everywhere for fear of the corona virus,video america looting fear corona virus america looting fear corona virus
153,34315,1,2020-03-28 00:00:00,Pelintiran Konteks Foto APD Hasil Ekspor Korea bertulisan Made Indonesia,"BUATAN INDONESIA, PABRIKNYA KORSEL, SALESNYA TIONGKOK, PEMBELINYA INDONESIA 😂 Mumet endasku 😇
 Dalam foto itu, dus terlihat tulisan merek APD. Selain itu, ada tulisan Korea dibawahnya, lalu tulisan berbahasa Inggris yang menunjukkan jumlah dalam satu dus dan warna APD, serta nomor seri. Yang menarik, di bagian bawah terdapat tulisan ‘Made in Indonesia’.",34315.jpg,"pelintiran konteks foto apd hasil ekspor korea bertulisan made indonesia buatan indonesia, pabriknya korsel, salesnya tiongkok, pembelinya indonesia 😂 mumet endasku 😇 dalam foto itu, dus terlihat tulisan merek apd. selain itu, ada tulisan korea dibawahnya, lalu tulisan berbahasa inggris yang menunjukkan jumlah dalam satu dus dan warna apd, serta nomor seri. yang menarik, di bagian bawah terdapat tulisan ‘made in indonesia’.",pelintir konteks foto apd hasil ekspor korea tulis indonesia buat indonesia pabrik korsel salesnya tiongkok bel indonesia face tears joy mumet endas smiling face halo foto dus tulis merek apd tulis korea bawah tulis bahasa inggris dus warna apd nomor seri tarik tulis indonesia
154,34480,0,2020-03-16 00:00:00,Update Status Terkait Penutupan Beberapa Destinasi Wisata di DIY,"Kita sudah komunikasikan dengan Kementerian BUMN dan sesuai dengan ajakan Presiden Jokowi, bahwa TWC akan berlakukan penutupan bagi pengunjung,",34480.png,"update status terkait penutupan beberapa destinasi wisata di diy kita sudah komunikasikan dengan kementerian bumn dan sesuai dengan ajakan presiden jokowi, bahwa twc akan berlakukan penutupan bagi pengunjung,",update status kait tutup destinasi wisata diy komunikasi menteri bumn sesuai aja presiden jokowi twc laku tutup unjung
155,34508,1,2020-03-14 00:00:00,Satu pasien virus corona dr Badau otw dirujuk ke rumah sakit rujukan Sintang,"Selamat sore kwn2,
 barusan dpt info dr kwn yg kerja di RS sintang bahwa ada satu pasien virus corona dr Badau saat ini sdg otw dirujuk ke rumah sakit rujukan Sintang, utk kita waspada klu ada yang berkunjung ke RS Anang klupa pakai masker",34508.png,"satu pasien virus corona dr badau otw dirujuk ke rumah sakit rujukan sintang selamat sore kwn2, barusan dpt info dr kwn yg kerja di rs sintang bahwa ada satu pasien virus corona dr badau saat ini sdg otw dirujuk ke rumah sakit rujukan sintang, utk kita waspada klu ada yang berkunjung ke rs anang klupa pakai masker",pasien virus corona dr badau otw rujuk rumah sakit rujuk sintang selamat sore kwn barusan dpt info dr kwn kerja rs sintang pasien virus corona dr badau otw rujuk rumah sakit rujuk sintang waspada klu kunjung rs anang klupa pakai masker
156,34642,1,2020-02-19 00:00:00,Cikarang Siaga 3 Virus Corona Karena Sudah 3 Orang Meninggal di Meikarta,"ikarang siaga 3 dengan virus Corona ada kabar untuk daerah Lippo sudah ada yg terserang viirus Corona 3 orang dan meninggal dunia namun kita belum nyelidiki ke TKP…dan himbauan untuk warga CIKARANG dan sekitarnya untuk hari ini dan seterusnya WAJIB MEMAKAI MASKER agar tidak terkena virus Corona….pusat virus Corona ada di sebuah perusahaan besar MEIKARTA, dan sampai saat ini pemerintah blm menindak tegas,, bahkan tdi pagi ada aksi dari para habib seBEKASI meminta pemerintah membasmi virus Corona di BEKASI",34642.jpg,"cikarang siaga 3 virus corona karena sudah 3 orang meninggal di meikarta ikarang siaga 3 dengan virus corona ada kabar untuk daerah lippo sudah ada yg terserang viirus corona 3 orang dan meninggal dunia namun kita belum nyelidiki ke tkp…dan himbauan untuk warga cikarang dan sekitarnya untuk hari ini dan seterusnya wajib memakai masker agar tidak terkena virus corona….pusat virus corona ada di sebuah perusahaan besar meikarta, dan sampai saat ini pemerintah blm menindak tegas,, bahkan tdi pagi ada aksi dari para habib sebekasi meminta pemerintah membasmi virus corona di bekasi",cikarang siaga virus corona orang tinggal meikarta ikarang siaga virus corona kabar daerah lippo serang virus corona orang tinggal dunia selidik tkp himbauan warga cikarang wajib pakai masker kena virus corona pusat virus corona usaha meikarta perintah blm tindak pagi aksi habib bekas perintah basmi virus corona bekas
157,34698,1,2020-02-12 00:00:00,"Video Mata juling Akibat main game ular yg lgi trending skrang, hati Gaeeees","Akibat main game ular” yg lgi trending skrang, hati” Gaeeees",34698.png,"video mata juling akibat main game ular yg lgi trending skrang, hati gaeeees akibat main game ular” yg lgi trending skrang, hati” gaeeees",video mata juling akibat main game ular lgi trending hati gaes akibat main game ular lgi trending hati gaes
158,35185,1,2019-11-21 00:00:00,"Judul Artikel Percuma Dilaporkan, PDIP Sebut Sukmawati Tidak Bisa Ditahan Karena Dia Orang Kuat","Artikel tamparan-news[dot]blogspot[dot]com menampilkan artikel dengan judul Percuma Dilaporkan, PDIP Sebut Sukmawati Tidak Bisa Ditahan Karena Dia Orang “Kuat” yang di awal artikel ditulis {MERDEKAIND}.",35185.jpg,"judul artikel percuma dilaporkan, pdip sebut sukmawati tidak bisa ditahan karena dia orang kuat artikel tamparan-news[dot]blogspot[dot]com menampilkan artikel dengan judul percuma dilaporkan, pdip sebut sukmawati tidak bisa ditahan karena dia orang “kuat” yang di awal artikel ditulis {merdekaind}.",judul artikel lapor pdip sukmawati tahan orang kuat artikel tampar news dot blogspot dot com tampil artikel judul lapor pdip sukmawati tahan orang kuat artikel tulis merdekaind
159,35355,1,2019-10-13 00:00:00,Maskapai penebangan Turki melarikan diri dari tabrakan yang direncanakan oleh teroris dengan tanker bahan bakar,Maskapai penebangan Turki melarikan diri dari tabrakan yang direncanakan oleh teroris dengan tanker bahan bakar. Keahlian pilot dan keputusan yang diambilnya dalam sepersekian detik menyelamatkan 380 penumpang. Ini disebut mukjizat. Teroris dan Khilafah harus out dari NKRI,35355.png,maskapai penebangan turki melarikan diri dari tabrakan yang direncanakan oleh teroris dengan tanker bahan bakar maskapai penebangan turki melarikan diri dari tabrakan yang direncanakan oleh teroris dengan tanker bahan bakar. keahlian pilot dan keputusan yang diambilnya dalam sepersekian detik menyelamatkan 380 penumpang. ini disebut mukjizat. teroris dan khilafah harus out dari nkri,maskapai tebang turki lari tabrak rencana teroris tanker bahan bakar maskapai tebang turki lari tabrak rencana teroris tanker bahan bakar ahli pilot putus ambil sekian detik selamat 380 tumpang mukjizat teroris khilafah nkri
160,35678,1,2019-08-22 00:00:00,royalty 8 ribu rupiah setiap WA,"Bila anda berikhlas hati utk menghilangkan penderitaan anak ini mohon video ini diteruskan kpd siapa saja karena anak ini akan mendapat royalty 8 ribu rupiah setiap WA yg anda kurim. Terimakasih, semoga anda mendapat pahala. Aamiin YRA",35678.png,"royalty 8 ribu rupiah setiap wa bila anda berikhlas hati utk menghilangkan penderitaan anak ini mohon video ini diteruskan kpd siapa saja karena anak ini akan mendapat royalty 8 ribu rupiah setiap wa yg anda kurim. terimakasih, semoga anda mendapat pahala. aamiin yra",royalty ribu rupiah wa ikhlas hati hilang derita anak mohon video terus kpd anak royalty ribu rupiah wa rim terimakasih moga pahala aamiin rabbal alamin
161,35778,1,2019-07-24 00:00:00,"Artikel Liputan6.com : Rhoma Irama: Saya Yang Salah, Dulu Saya Bilang Jangan Sentuh Miras Walau Setetes.. Dia Malah Nyabu","Saya Yang Salah, Dulu Saya Bilang Jangan Sentuh Miras Walau Setetes.. Dia Malah Nyabu",35778.png,"artikel liputan6.com : rhoma irama: saya yang salah, dulu saya bilang jangan sentuh miras walau setetes.. dia malah nyabu saya yang salah, dulu saya bilang jangan sentuh miras walau setetes.. dia malah nyabu",artikel liputan6com rhoma irama salah bilang sentuh miras tetes nyabu salah bilang sentuh miras tetes nyabu
162,36229,1,2019-05-02 00:00:00,Menpora Imam Nahrawi Mundur Dari Jabatannya,"INFO

Dari sebelah",36229.jpg,menpora imam nahrawi mundur dari jabatannya info dari sebelah,menpora imam nahrawi mundur jabat info belah
163,36276,0,2019-04-25 00:00:00,Klarifikasi KPU Terkait Pernyataan Ustaz Haikal Hassan Mengenai 13 Juta Pemilih yang Gila,"Mohon maaf, pak @haikal_hassan. Pemilih “gila” itu hoax. Yg benar, sesuai Putusan MK 135/2015 adalah pemilih dg “gangguan jiwa/ingatan”. Gila hanya salah satu jenisnya. Lagipula angkanya juga hoax. Dulu 14 juta. Sekarang didiskon jadi 13 juta. Yg benar hanya 54.295. Demikian",36276.png,"klarifikasi kpu terkait pernyataan ustaz haikal hassan mengenai 13 juta pemilih yang gila mohon maaf, pak @haikal_hassan. pemilih “gila” itu hoax. yg benar, sesuai putusan mk 135/2015 adalah pemilih dg “gangguan jiwa/ingatan”. gila hanya salah satu jenisnya. lagipula angkanya juga hoax. dulu 14 juta. sekarang didiskon jadi 13 juta. yg benar hanya 54.295. demikian",klarifikasi kpu kait nyata ustaz haikal hassan 13 juta pilih gila mohon maaf haikalhassan pilih gila hoax sesuai putus mk 1352015 pilih dg ganggu jiwa ingat gila salah jenis lagipula angka hoax 14 juta diskon 13 juta 54295
164,36328,0,2019-04-22 00:00:00,15 Kotak Suara DPRD Jambi Dibakar OTK,"Berita Pagi ini di TV One, Berhubung 02 unggul di Jambi, Kardus KPU dibakar Oleh oknum untuk menghilangkan bukti C1
Sekarang sudah pahamkan kenapa kotak suara dari kardus?",36328.jpg,"15 kotak suara dprd jambi dibakar otk berita pagi ini di tv one, berhubung 02 unggul di jambi, kardus kpu dibakar oleh oknum untuk menghilangkan bukti c1 sekarang sudah pahamkan kenapa kotak suara dari kardus?",15 kotak suara dprd jambi bakar otk berita pagi tv hubung 02 unggul jambi kardus kpu bakar oknum hilang bukti paham kotak suara kardus
